Name,ID,Has Block,Mod,Class
chisel:voidstonePillar2,766,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:warningSign,767,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:waterstone,768,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:oak_planks,769,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:spruce_planks,770,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:birch_planks,771,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:jungle_planks,772,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:acacia_planks,773,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:dark_oak_planks,774,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:woolen_clay,775,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
BuildCraft|Transport:filteredBufferBlock,776,true,BuildCraft|Transport,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Transport:pipeBlock,777,true,BuildCraft|Transport,net.minecraft.item.ItemBlock
BuildCraft|Silicon:laserBlock,778,true,BuildCraft|Silicon,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Silicon:laserTableBlock,779,true,BuildCraft|Silicon,buildcraft.silicon.ItemLaserTable
BuildCraft|Silicon:zonePlan,780,true,BuildCraft|Silicon,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Silicon:requester,781,true,BuildCraft|Silicon,buildcraft.core.ItemBlockBuildCraft
CarpentersBlocks:blockCarpentersBlock,782,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersBarrier,783,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersBed,784,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersButton,785,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersCollapsibleBlock,786,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersDaylightSensor,787,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersDoor,788,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersFlowerPot,789,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersGarageDoor,790,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersGate,791,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersHatch,792,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersLadder,793,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersLever,794,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersPressurePlate,795,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersSafe,796,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersSlope,797,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockCarpentersSlope
CarpentersBlocks:blockCarpentersStairs,798,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersTorch,799,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
mod_ecru_MapleTree:ecru_BlockMapleSapling,800,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMapleSapling
mod_ecru_MapleTree:ecru_BlockMapleLeaves,801,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMapleLeaves
mod_ecru_MapleTree:ecru_BlockFallenLeaves,802,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemFallenLeaves
mod_ecru_MapleTree:ecru_BlockLeafFence,803,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemLeafFence
mod_ecru_MapleTree:ecru_BlockFallenLeavesFire,804,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemFallenLeavesFire
mod_ecru_MapleTree:ecru_BlockMapleWood,805,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMapleWood
mod_ecru_MapleTree:ecru_BlockMapleWoodSyrup,806,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMapleWoodSyrup
mod_ecru_MapleTree:ecru_BlockCauldron,807,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemCauldron
mod_ecru_MapleTree:ecru_BlockSpile,808,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemSpile
mod_ecru_MapleTree:ecru_BlockPlanter,809,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockLighthouseIllumination,810,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockSLight,811,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemSLight
mod_ecru_MapleTree:ecru_BlockSLight2,812,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemSLight2
mod_ecru_MapleTree:ecru_BlockCookPot,813,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockStoneMortar,814,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockEngine,815,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockWhiteFence,816,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemWhiteFence
mod_ecru_MapleTree:ecru_ItemDecoration1,817,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemDecoration1
mod_ecru_MapleTree:ecru_ItemDecoration2,818,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemDecoration2
mod_ecru_MapleTree:ecru_ItemDecoration3,819,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemDecoration3
mod_ecru_MapleTree:ecru_ItemVanilla,820,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemVanillaSplint
mod_ecru_MapleTree:ecru_ItemGrapePergola,821,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemGrapePergola
mod_ecru_MapleTree:ecru_BlockTomato,822,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockEggplant,823,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockOnion,824,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockSprinkler,825,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemSprinkler
mod_ecru_MapleTree:ecru_BlockCropsJapaneseRadish,826,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockPepper,827,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemPepperSplint
mod_ecru_MapleTree:ecru_BlockSpice,828,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemSpice
mod_ecru_MapleTree:ecru_BlockFountain,829,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemFountain
mod_ecru_MapleTree:ecru_BlockOreBlobk,830,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemOreBlock
mod_ecru_MapleTree:ecru_BlockMiniStairs0,831,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMiniStairs1
mod_ecru_MapleTree:ecru_BlockMiniStairs1,832,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMiniStairs2
mod_ecru_MapleTree:ecru_BlockMiniStairs2,833,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMiniStairs3
mod_ecru_MapleTree:ecru_BlockMiniStairs3,834,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMiniStairs4
mod_ecru_MapleTree:ecru_BlockSunFlower,835,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemSunFlower
mod_ecru_MapleTree:ecru_BlockPetal,836,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemPetal
mod_ecru_MapleTree:ecru_BlockOreFlower,837,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemOreFlowerRed
mod_ecru_MapleTree:ecru_BlockOreFlowerIron,838,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemOreFlowerIron
mod_ecru_MapleTree:ecru_BlockOreFlowerGold,839,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemOreFlowerGold
mod_ecru_MapleTree:ecru_BlockCropsAzuki,840,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockCropsStickyRice,841,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockCropsRapeseed,842,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockChestnutsBurrs,843,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemChestnutsBurrs
mod_ecru_MapleTree:ecru_BlockCropsCabbage,844,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemCabbage
mod_ecru_MapleTree:ecru_BlockGrainHopper,845,true,mod_ecru_MapleTree,net.minecraft.item.ItemBlock
mod_ecru_MapleTree:ecru_BlockBiofuelPD,846,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemBiofuelPD
mod_ecru_MapleTree:ecru_BlockHumanPowerDrive,847,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemHumanPowerDrive
mod_ecru_MapleTree:ecru_BlockPowerShaftGear,848,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemPowerShaftGear
mod_ecru_MapleTree:ecru_BlockPowerShaft,849,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemPowerShaft
mod_ecru_MapleTree:ecru_ItemMarbleJewel0.class,850,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel0
mod_ecru_MapleTree:ecru_ItemMarbleJewel1.class,851,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel1
mod_ecru_MapleTree:ecru_ItemMarbleJewel2.class,852,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel2
mod_ecru_MapleTree:ecru_ItemMarbleJewel3.class,853,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel3
mod_ecru_MapleTree:ecru_ItemMarbleJewel4.class,854,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel4
mod_ecru_MapleTree:ecru_ItemMarbleJewel5.class,855,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel5
mod_ecru_MapleTree:ecru_ItemMarbleJewel6.class,856,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel6
mod_ecru_MapleTree:ecru_ItemMarbleJewel7.class,857,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarbleJewel7
mod_ecru_MapleTree:ecru_ItemMarble.class,858,true,mod_ecru_MapleTree,ecru.MapleTree.item.ecru_ItemMarble
harvestcraft:cuttingboard,859,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pot,860,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:beehive,861,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:apiary,862,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:presser,863,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:sink,864,true,harvestcraft,com.pam.harvestcraft.ItemPamSink
harvestcraft:salt,865,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:spamcompressedsaltBlockalt,866,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:market,867,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:oven,868,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:ovenon,869,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:berrygarden,870,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:desertgarden,871,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:grassgarden,872,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:gourdgarden,873,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:groundgarden,874,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:herbgarden,875,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:leafygarden,876,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:mushroomgarden,877,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:stalkgarden,878,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:textilegarden,879,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:tropicalgarden,880,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:watergarden,881,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamApple,882,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamappleSapling,883,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamAlmond,884,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamalmondSapling,885,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamApricot,886,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamapricotSapling,887,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamAvocado,888,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamavocadoSapling,889,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamBanana,890,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambananaSapling,891,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCashew,892,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcashewSapling,893,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCherry,894,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcherrySapling,895,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamChestnut,896,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchestnutSapling,897,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCinnamon,898,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcinnamonSapling,899,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCoconut,900,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcoconutSapling,901,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDate,902,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdateSapling,903,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDragonfruit,904,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdragonfruitSapling,905,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDurian,906,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdurianSapling,907,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamFig,908,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamfigSapling,909,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamGrapefruit,910,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgrapefruitSapling,911,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamLemon,912,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlemonSapling,913,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamLime,914,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlimeSapling,915,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamMaple,916,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammapleSapling,917,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamMango,918,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammangoSapling,919,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamNutmeg,920,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamnutmegSapling,921,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamOlive,922,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamoliveSapling,923,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamOrange,924,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamorangeSapling,925,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPapaya,926,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampapayaSapling,927,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPaperbark,928,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampaperbarkSapling,929,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPeach,930,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeachSapling,931,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPear,932,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampearSapling,933,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPecan,934,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampecanSapling,935,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPeppercorn,936,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeppercornSapling,937,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPersimmon,938,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampersimmonSapling,939,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPistachio,940,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampistachioSapling,941,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPlum,942,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamplumSapling,943,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPomegranate,944,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampomegranateSapling,945,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamStarfruit,946,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamstarfruitSapling,947,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamVanillabean,948,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamvanillabeanSapling,949,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamWalnut,950,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwalnutSapling,951,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamblackberryCrop,952,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamblueberryCrop,953,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleberryCrop,954,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamraspberryCrop,955,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamstrawberryCrop,956,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcactusfruitCrop,957,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamasparagusCrop,958,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambarleyCrop,959,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamoatsCrop,960,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamryeCrop,961,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcornCrop,962,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambambooshootCrop,963,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcantaloupeCrop,964,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcucumberCrop,965,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwintersquashCrop,966,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamzucchiniCrop,967,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambeetCrop,968,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamonionCrop,969,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamparsnipCrop,970,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeanutCrop,971,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamradishCrop,972,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrutabagaCrop,973,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsweetpotatoCrop,974,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamturnipCrop,975,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrhubarbCrop,976,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamceleryCrop,977,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgarlicCrop,978,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgingerCrop,979,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspiceleafCrop,980,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamtealeafCrop,981,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcoffeebeanCrop,982,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammustardseedsCrop,983,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambroccoliCrop,984,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcauliflowerCrop,985,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamleekCrop,986,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlettuceCrop,987,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamscallionCrop,988,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamartichokeCrop,989,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambrusselsproutCrop,990,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcabbageCrop,991,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspinachCrop,992,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwhitemushroomCrop,993,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambeanCrop,994,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsoybeanCrop,995,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambellpepperCrop,996,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchilipepperCrop,997,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pameggplantCrop,998,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamokraCrop,999,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeasCrop,1000,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamtomatoCrop,1001,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcottonCrop,1002,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampineappleCrop,1003,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgrapeCrop,1004,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamkiwiCrop,1005,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcranberryCrop,1006,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamriceCrop,1007,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamseaweedCrop,1008,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco1,1009,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco2,1010,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco3,1011,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco4,1012,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco5,1013,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco6,1014,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco7,1015,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco8,1016,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco9,1017,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco10,1018,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco11,1019,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco12,1020,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco13,1021,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco14,1022,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco15,1023,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco16,1024,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcarrotCake,1025,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcheeseCake,1026,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcherrycheeseCake,1027,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampineappleupsidedownCake,1028,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchocolatesprinkleCake,1029,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamredvelvetCake,1030,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlamingtonCake,1031,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampavlovaCake,1032,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamholidayCake,1033,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampumpkincheeseCake,1034,true,harvestcraft,net.minecraft.item.ItemBlock
gregtech:gt.blockmachines,1035,true,gregtech,gregtech.common.blocks.GT_Item_Machines
gregtech:gt.blockcasings,1036,true,gregtech,gregtech.common.blocks.GT_Item_Casings1
gregtech:gt.blockcasings2,1037,true,gregtech,gregtech.common.blocks.GT_Item_Casings2
gregtech:gt.blockcasings3,1038,true,gregtech,gregtech.common.blocks.GT_Item_Casings3
gregtech:gt.blockcasings4,1039,true,gregtech,gregtech.common.blocks.GT_Item_Casings4
gregtech:gt.blockgranites,1040,true,gregtech,gregtech.common.blocks.GT_Item_Granites
gregtech:gt.blockconcretes,1041,true,gregtech,gregtech.common.blocks.GT_Item_Concretes
gregtech:gt.blockores,1042,true,gregtech,gregtech.common.blocks.GT_Item_Ores
BambooMod:bamboo,1043,true,BambooMod,net.minecraft.item.ItemBlock
BambooMod:bamboosingle,1044,true,BambooMod,net.minecraft.item.ItemBlock
BambooMod:bamboo2,1045,true,BambooMod,net.minecraft.item.ItemBlock
BambooMod:blockbambooshoot,1046,true,BambooMod,ruby.bamboo.item.ItemBambooshoot
BambooMod:singleTexDeco,1047,true,BambooMod,ruby.bamboo.item.ItemSimpleSubtype
BambooMod:kitunebi,1048,true,BambooMod,net.minecraft.item.ItemBlock
BambooMod:jpChest,1049,true,BambooMod,net.minecraft.item.ItemBlock
